,name,type,wikipedia,abbrev,geometry
675,Don Miguel Hidalgo Int'l,major,http://en.wikipedia.org/wiki/Don_Miguel_Hidalgo_y_Costilla_International_Airport,GDL,POINT (-103.30076622275178 20.524686348517278)
676,Glasgow Int'l,major,http://en.wikipedia.org/wiki/Glasgow_International_Airport,GLA,POINT (-4.431677969951069 55.86418285703546)
677,La Aurora,mid,http://en.wikipedia.org/wiki/La_Aurora_International_Airport,GUA,POINT (-90.53018111137798 14.588160829005092)
678,Simon Bolivar Int'l,mid,http://en.wikipedia.org/wiki/Jos%C3%A9_Joaqu%C3%ADn_de_Olmedo_International_Airport,GYE,POINT (-79.88700964393296 -2.1583379069913615)
679,Noi Bai,major,http://en.wikipedia.org/wiki/Noi_Bai_International_Airport,HAN,POINT (105.80375943680576 21.214559670724526)
680,José Martí Int'l,major,http://en.wikipedia.org/wiki/Jos%C3%A9_Mart%C3%AD_International_Airport,HAV,POINT (-82.4074206289499 22.99735333644277)
681,Borg El Arab Int'l,mid,http://en.wikipedia.org/wiki/Borg_El_Arab_Airport,HBE,POINT (29.692666015230046 30.91837127862389)
682,King Abdul Aziz Int'l,major,http://en.wikipedia.org/wiki/King_Abdulaziz_International_Airport,JED,POINT (39.150499678044795 21.670685787812808)
683,Kano Mallam Aminu Int'l,mid,http://en.wikipedia.org/wiki/Mallam_Aminu_Kano_International_Airport,KAN,POINT (8.522137183957666 12.045707160174642)
684,Kashi,mid,http://en.wikipedia.org/wiki/Kashgar_Airport,KHG,POINT (76.01301480600748 39.537968630625755)
685,Norman Manley Int'l,major,http://en.wikipedia.org/wiki/Norman_Manley_International_Airport,KIN,POINT (-76.77868976165765 17.937575155275226)
686,Tribhuvan Int'l,mid,http://en.wikipedia.org/wiki/Tribhuvan_International_Airport,KTM,POINT (85.357139531668 27.700281675160912)
687,Luanda 4 de Fevereiro,mid,http://en.wikipedia.org/wiki/Quatro_de_Fevereiro_Airport,LAD,POINT (13.234795750269944 -8.84831327917379)
688,Pulkovo 2,major,http://en.wikipedia.org/wiki/Pulkovo_Airport,LED,POINT (30.30709764546479 59.805406160189726)
689,Allama Iqbal Int'l,mid,http://en.wikipedia.org/wiki/Allama_Iqbal_International_Airport,LHE,POINT (74.41088101817482 31.520629651820634)
690,Kamuzu Int'l,mid,http://en.wikipedia.org/wiki/Lilongwe_International_Airport,LLW,POINT (33.78278850197883 -13.788622823745978)
691,Lagos Murtala Muhammed,major,http://en.wikipedia.org/wiki/Murtala_Mohammed_International_Airport,LOS,POINT (3.3211243528133374 6.5782594454046714)
692,El Alto Int'l,mid,http://en.wikipedia.org/wiki/El_Alto_International_Airport,LPB,POINT (-68.17800552779448 -16.509879221397668)
693,Lusaka Int'l,mid,http://en.wikipedia.org/wiki/Lusaka_International_Airport,LUN,POINT (28.44554432110191 -15.326852250944736)
694,Luxor,mid,http://en.wikipedia.org/wiki/Luxor_International_Airport,LXR,POINT (32.70329708486226 25.673034778602332)
695,Chennai Int'l,major,http://en.wikipedia.org/wiki/Chennai_International_Airport,MAA,POINT (80.16377597315451 12.982530166915435)
696,La Chinita Int'l,mid,http://en.wikipedia.org/wiki/La_Chinita_International_Airport,MAR,POINT (-71.72376880946867 10.555759468497213)
697,José María Córdova,mid,http://en.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_C%C3%B3rdova_International_Airport,MDE,POINT (-75.4269557399772 6.171001614358001)
698,Memphis Int'l,major,http://en.wikipedia.org/wiki/Memphis_International_Airport,MEM,POINT (-89.98162803532371 35.04441012400894)
699,Augusto Cesar Sandino Int'l,mid,http://en.wikipedia.org/wiki/Augusto_C._Sandino_International_Airport,MGA,POINT (-86.1712846229543 12.144635873435028)
700,Mashhad,major,http://en.wikipedia.org/wiki/Mashhad_International_Airport,MHD,POINT (59.64219435740293 36.22755031349836)
701,Miami Int'l,major,http://en.wikipedia.org/wiki/Miami_International_Airport,MIA,POINT (-80.2789718277441 25.79494072124062)
702,Lic M Crecencio Rejon Int'l,mid,http://en.wikipedia.org/wiki/Manuel_Crescencio_Rej%C3%B3n_International_Airport,MID,POINT (-89.66302357364343 20.933860386429597)
703,Luqa,major,http://en.wikipedia.org/wiki/Malta_International_Airport,MLA,POINT (14.495264455505483 35.848930794350125)
704,Moi Int'l,major,http://en.wikipedia.org/wiki/Moi_International_Airport,MBA,POINT (39.60266318703833 -4.032652625796572)
705,Moshoeshoe I Int'l,mid,http://en.wikipedia.org/wiki/Moshoeshoe_I_International_Airport,MSU,POINT (27.559216033361427 -29.45557400461012)
706,New Orleans Int'l,major,http://en.wikipedia.org/wiki/Louis_Armstrong_New_Orleans_International_Airport,MSY,POINT (-90.25669394805942 29.985114146062223)
707,Multan,major and military,http://en.wikipedia.org/wiki/Multan_International_Airport,MUX,POINT (71.41899543293198 30.195078090496487)
708,Carrasco Int'l,major,http://en.wikipedia.org/wiki/Carrasco_International_Airport,MVD,POINT (-56.026636146282 -34.84104859885686)
709,General Rafael Buelna Int'l,mid,http://en.wikipedia.org/wiki/General_Rafael_Buelna_International_Airport,MZT,POINT (-106.27001661788533 23.16659609713445)
710,Nassau Int'l,major,http://en.wikipedia.org/wiki/Lynden_Pindling_International_Airport,NAS,POINT (-77.46484722909442 25.048691060086554)
711,Ndjamena,mid,http://en.wikipedia.org/wiki/N'Djamena_International_Airport,NDJ,POINT (15.03304463855593 12.129540018411483)
712,Niamey,mid,http://en.wikipedia.org/wiki/Diori_Hamani_International_Airport,NIM,POINT (2.1773067118412497 13.476757280794157)
713,Mactan-Cebu Int'l,major,http://en.wikipedia.org/wiki/Mactan-Cebu_International_Airport,CEB,POINT (123.97913450866376 10.315875672729177)
714,Nova Lisboa,mid,http://en.wikipedia.org/wiki/Nova_Lisboa_Airport,NOV,POINT (15.749761845959533 -12.802541457591508)
715,Eppley Airfield,mid,http://en.wikipedia.org/wiki/Eppley_Airfield,OMA,POINT (-95.89941579531211 41.29971114530123)
716,Nome,mid,http://en.wikipedia.org/wiki/Nome_Airport,OME,POINT (-165.44164171228104 64.50722070266309)
717,Ouagadougou,mid,http://en.wikipedia.org/wiki/Ouagadougou_Airport,OUA,POINT (-1.5138053616511347 12.353580026047329)
718,Mais Gate Int'l,mid,http://en.wikipedia.org/wiki/Toussaint_Louverture_International_Airport,PAP,POINT (-72.29447802604733 18.57568290542864)
719,Puebla,mid,http://en.wikipedia.org/wiki/Hermanos_Serd%C3%A1n_International_Airport,PBC,POINT (-98.37575979042302 19.16379354658405)
720,Portland Int'l,major,http://en.wikipedia.org/wiki/Portland_International_Airport,PDX,POINT (-122.5927388812541 45.58895693153053)
721,Perth Int'l,major,http://en.wikipedia.org/wiki/Perth_Airport,PER,POINT (115.9742249422326 -31.941129794578288)
722,H F Verwoerd,mid,http://en.wikipedia.org/wiki/Port_Elizabeth_Airport,PLZ,POINT (25.611777756760176 -33.98408774313735)
723,El Tepual Int'l,mid,http://en.wikipedia.org/wiki/El_Tepual_Airport,PMC,POINT (-73.09838413364236 -41.433382070226884)
724,Pochentong,major,http://en.wikipedia.org/wiki/Phnom_Penh_International_Airport,PNH,POINT (104.84502761245697 11.552644917651318)
725,Pune,major and military,http://en.wikipedia.org/wiki/Pune_Airport,PNQ,POINT (73.90898381100165 18.579176611532837)
726,Port Moresby Int'l,major,http://en.wikipedia.org/wiki/Jacksons_International_Airport,POM,POINT (147.21125085597714 -9.43865269316142)
727,Tocumen Int'l,major,http://en.wikipedia.org/wiki/Tocumen_International_Airport,PTY,POINT (-79.38713482154378 9.066872422658388)
728,Carlos Ibáñez de Campo Int'l,mid,http://en.wikipedia.org/wiki/Carlos_Ibanez_Del_Campo_International_Airport,PUQ,POINT (-70.84312378513243 -53.005069825517666)
729,Durham Int'l,major,http://en.wikipedia.org/wiki/Raleigh-Durham_International_Airport,RDU,POINT (-78.79138140067508 35.8752323452255)
730,Mingaladon,major,http://en.wikipedia.org/wiki/Yangon_International_Airport,RGN,POINT (96.13419461149468 16.90115428182508)
731,Riga,major,http://en.wikipedia.org/wiki/Riga_International_Airport,RIX,POINT (23.979379111699508 56.922003878609694)
732,Sanaa Int'l,mid,http://en.wikipedia.org/wiki/Sana'a_International_Airport,SAH,POINT (44.22464679025606 15.47390277557374)
733,Baghdad Int'l,major,http://en.wikipedia.org/wiki/Baghdad_International_Airport,SDA,POINT (44.22891253529416 33.26816298637704)
734,De Las Américas Int'l,major,http://en.wikipedia.org/wiki/Las_Am%C3%A9ricas_International_Airport,SDQ,POINT (-69.67647267546673 18.430219694817325)
735,Tan Son Nhat,major,http://en.wikipedia.org/wiki/Tan_Son_Nhat_International_Airport,SGN,POINT (106.66424614137476 10.816300557187912)
736,Thessaloniki,major,http://en.wikipedia.org/wiki/Thessaloniki_International_Airport%2C_%22Macedonia%22,SKG,POINT (22.976435361061277 40.52387368877751)
737,Vrazhdebna,major,http://en.wikipedia.org/wiki/Sofia_Airport,SOF,POINT (23.402452135770766 42.6891841273195)
738,Surat,major,http://en.wikipedia.org/wiki/Surat_Airport,STV,POINT (72.74243843725891 21.120450329717173)
739,Nausori Int'l,mid,http://en.wikipedia.org/wiki/Nausori_International_Airport,SUV,POINT (178.5600483699593 -18.045899692285367)
740,Shiraz Int'l,major,http://en.wikipedia.org/wiki/Shiraz_International_Airport,SYZ,POINT (52.58977127452107 29.545801384287437)
741,Gen Francisco J Mina Int'l,mid,http://en.wikipedia.org/wiki/General_Francisco_Javier_Mina_International_Airport,TAM,POINT (-97.8698137568394 22.289331952506398)
742,Toncontin Int'l,mid,http://en.wikipedia.org/wiki/Toncont%C3%ADn_International_Airport,TGU,POINT (-87.21921163489864 14.0599852192071)
743,Mehrabad Int'l,major,http://en.wikipedia.org/wiki/Mehrabad_International_Airport,THR,POINT (51.32080697175721 35.69137433049459)
744,Tirane Rinas,major,http://en.wikipedia.org/wiki/Tirana_International_Airport_N%C3%ABn%C3%AB_Tereza,TIA,POINT (19.71503240497222 41.4208514680567)
745,General Abelardo L Rodriguez Int'l,major,http://en.wikipedia.org/wiki/General_Abelardo_L._Rodr%C3%ADguez_International_Airport,TIJ,POINT (-116.97547609559751 32.54604991350133)
746,Jose Maria Morelos Y Pavon,mid,http://en.wikipedia.org/wiki/Lic._Adolfo_L%C3%B3pez_Mateos_International_Airport,TLC,POINT (-99.5706494463542 19.338688042303197)
747,Ulemiste,major,http://en.wikipedia.org/wiki/Tallinn_Airport,TLL,POINT (24.798964869982985 59.41650146974512)
748,Ben Gurion,major,http://en.wikipedia.org/wiki/Ben_Gurion_International_Airport,TLV,POINT (34.87084991809952 32.000746850184434)
749,São Tomé Salazar,mid,http://en.wikipedia.org/wiki/S%C3%A3o_Tom%C3%A9_International_Airport,TMS,POINT (6.712821930056672 0.374744213699427)
750,Antananarivo Ivato,mid,http://en.wikipedia.org/wiki/Ivato_Airport,TNR,POINT (47.47535400095789 -18.799334876308173)
751,Tampa Int'l,major,http://en.wikipedia.org/wiki/Tampa_International_Airport,TPA,POINT (-82.534824252055 27.980040085218384)
752,Zim Valencia,mid,http://en.wikipedia.org/wiki/Arturo_Michelena_International_Airport,VLN,POINT (-67.9223617121873 10.15400568839794)
753,Gumrak,mid,http://en.wikipedia.org/wiki/Volgograd_International_Airport,VOG,POINT (44.354767968489014 48.79167646576109)
754,Vientiane,mid,http://en.wikipedia.org/wiki/Wattay_International_Airport,VTE,POINT (102.5682381957277 17.975459594832063)
755,Viru Viru Int'l,mid,http://en.wikipedia.org/wiki/Viru_Viru_International_Airport,VVI,POINT (-63.14038882182134 -17.647946825783897)
756,Wellington Int'l,major,http://en.wikipedia.org/wiki/Wellington_International_Airport,WLG,POINT (174.81166526823756 -41.32898918446593)
757,Prince Rupert,mid,http://en.wikipedia.org/wiki/Prince_Rupert_Airport,YPR,POINT (-130.445587 54.292)
758,Windsor,mid,http://en.wikipedia.org/wiki/Windsor_Airport,YQG,POINT (-82.96008773894485 42.265878472719756)
759,Regina,mid,http://en.wikipedia.org/wiki/Regina_International_Airport,YQR,POINT (-104.65543397537115 50.433219286718334)
760,Vancouver Int'l,major,http://en.wikipedia.org/wiki/Vancouver_International_Airport,YVR,POINT (-123.18086700381177 49.19355903957153)
761,Winnipeg Int'l,major,http://en.wikipedia.org/wiki/Winnipeg_James_Armstrong_Richardson_International_Airport,YWG,POINT (-97.22676948095848 49.90333024716708)
762,John G Diefenbaker Int'l,mid,http://en.wikipedia.org/wiki/Saskatoon/John_G._Diefenbaker_International_Airport,YXE,POINT (-106.69018196755394 52.170143944738115)
763,Whitehorse Int'l,mid,http://en.wikipedia.org/wiki/Whitehorse_International_Airport,YXY,POINT (-135.07621008940154 60.714152148139725)
764,Calgary Int'l,major,http://en.wikipedia.org/wiki/Calgary_International_Airport,YYC,POINT (-114.01056050023648 51.130857256754865)
765,Charlottetown,mid,http://en.wikipedia.org/wiki/Charlottetown_Airport,YYG,POINT (-63.131234133323375 46.28581313675246)
766,Churchill,mid,http://en.wikipedia.org/wiki/Churchill_Airport,YYQ,POINT (-94.0813639506318 58.7497237849788)
767,St John's Int'l,mid,http://en.wikipedia.org/wiki/St._John's_International_Airport,YYT,POINT (-52.743333742863804 47.61311790079545)
768,Yellowknife,mid,http://en.wikipedia.org/wiki/Yellowknife_Airport,YZF,POINT (-114.43784633504919 62.470737361020184)
769,Zagreb,major,http://en.wikipedia.org/wiki/Zagreb_Airport,ZAG,POINT (16.061513800901448 45.73332667309836)
770,Zanzibar,mid,http://en.wikipedia.org/wiki/Zanzibar_International_Airport,ZNZ,POINT (39.22233198415581 -6.218570346202824)
771,Reykjavik Air Terminal,mid,http://en.wikipedia.org/wiki/Reykjav%C3%ADk_Airport,REK,POINT (-21.94663440313274 64.13187286099006)
772,Arkhangelsk-Talagi,mid,http://en.wikipedia.org/wiki/Talagi_Airport,ARH,POINT (40.71334656945939 64.59674377304546)
773,Kazan Int'l,major,http://en.wikipedia.org/wiki/Kazan_International_Airport,KZN,POINT (49.29844580364066 55.60806014297645)
774,Paris Orly,major,http://en.wikipedia.org/wiki/Orly_Airport_(Paris),ORY,POINT (2.367379127837731 48.73130304580517)
775,Québec,major,http://en.wikipedia.org/wiki/Qu%C3%A9bec/Jean_Lesage_International_Airport,YQB,POINT (-71.38392807117314 46.79156843633076)
776,Montréal-Trudeau,major,http://en.wikipedia.org/wiki/Montr%C3%A9al-Pierre_Elliott_Trudeau_International_Airport,YUL,POINT (-73.74931626504166 45.45835122945313)
777,Narita Int'l,major,http://en.wikipedia.org/wiki/Narita_International_Airport,NRT,POINT (140.3844017091791 35.764056072782786)
778,Chubu Centrair Int'l,major,http://en.wikipedia.org/wiki/Ch%C5%ABbu_Centrair_International_Airport,NGO,POINT (136.81477128682428 34.85902969581623)
779,Okadama,mid,http://en.wikipedia.org/wiki/Okadama_Airport,OKD,POINT (141.38210045007517 43.11064959909785)
780,Bergen Flesland,major,http://en.wikipedia.org/wiki/Bergen_Airport%2C_Flesland,BGO,POINT (5.227253115623363 60.28906105029659)
781,Tromsø Langnes,major,http://en.wikipedia.org/wiki/Troms%C3%B8_Airport,TOS,POINT (18.907262429213173 69.67967904734776)
782,Val de Caes Int'l,mid,http://en.wikipedia.org/wiki/Val_de_C%C3%A3es_International_Airport,BEL,POINT (-48.479560289379336 -1.3897462879554638)
783,Campo Grande Int'l,mid,http://en.wikipedia.org/wiki/Campo_Grande_International_Airport,CGR,POINT (-54.66894987813051 -20.45727173603113)
784,Afonso Pena Int'l,mid,http://en.wikipedia.org/wiki/Afonso_Pena_International_Airport,CWB,POINT (-49.173709366346884 -25.536000143055837)
785,Pinto Martins Int'l,mid,http://en.wikipedia.org/wiki/Pinto_Martins_International_Airport,FOR,POINT (-38.540747249833416 -3.7785949623309087)
786,São Paulo-Guarulhos Int'l,major,http://en.wikipedia.org/wiki/S%C3%A3o_Paulo-Guarulhos_International_Airport,GRU,POINT (-46.48175360884203 -23.42611557704206)
787,Santa Genoveva,mid,http://en.wikipedia.org/wiki/Santa_Genoveva_Airport,GYN,POINT (-49.22664649059936 -16.632366572163658)
788,Salgado Filho Int'l,mid,http://en.wikipedia.org/wiki/Salgado_Filho_International_Airport,POA,POINT (-51.17704094881724 -29.990193017060918)
789,Gilberto Freyre Int'l,mid,http://en.wikipedia.org/wiki/Guararapes_International_Airport,REC,POINT (-34.91826671748514 -8.131625530762387)
790,Deputado Luis Eduardo Magalhaes Int'l,mid,http://en.wikipedia.org/wiki/Deputado_Lu%C3%ADs_Eduardo_Magalh%C3%A3es_International_Airport,SSA,POINT (-38.3347989911732 -12.914361497032587)
791,El Plumerillo,mid,http://en.wikipedia.org/wiki/Governor_Francisco_Gabrielli_International_Airport,MDZ,POINT (-68.79848383944727 -32.82780016927193)
792,Eduardo Gomes Int'l,mid,http://en.wikipedia.org/wiki/Eduardo_Gomes_International_Airport,MAO,POINT (-60.04606458988538 -3.0321390062590967)
793,Yaoundé Nsimalen Int'l,mid,http://en.wikipedia.org/wiki/Yaound%C3%A9_Nsimalen_International_Airport,NSI,POINT (11.547994139680723 3.7148452070812583)
794,Shanghai Pudong Int'l,major,http://en.wikipedia.org/wiki/Shanghai_Pudong_International_Airport,PVG,POINT (121.80151876057847 31.152309029553294)
795,Marka Int'l,mid,http://en.wikipedia.org/wiki/Marka_Airport,ADJ,POINT (35.984105236244915 31.97419940154417)
796,Male Int'l,major,http://en.wikipedia.org/wiki/Mal%C3%A9_International_Airport,MLE,POINT (73.52739028368441 4.188700903233721)
797,Gen. Heriberto Jara Int'l,mid,http://en.wikipedia.org/wiki/General_Heriberto_Jara_International_Airport,VER,POINT (-96.18357021436948 19.142423702501713)
798,Osvaldo Vieira Int'l,mid,http://en.wikipedia.org/wiki/Osvaldo_Vieira_International_Airport,OXB,POINT (-15.651185561666004 11.888923145485485)
799,Francisco Bangoy Int'l,major,http://en.wikipedia.org/wiki/Francisco_Bangoy_International_Airport,DVO,POINT (125.64506660943381 7.130537461630729)
800,Seychelles Int'l,mid,http://en.wikipedia.org/wiki/Seychelles_International_Airport,SEZ,POINT (55.51155192467932 -4.671069141785209)
801,Léopold Sedar Senghor Int'l,major,http://en.wikipedia.org/wiki/Dakar-Yoff-L%C3%A9opold_S%C3%A9dar_Senghor_International_Airport,DKR,POINT (-17.490407907719003 14.745630614674791)
802,Port Sudan New Int'l,mid,http://en.wikipedia.org/wiki/Port_Sudan_New_International_Airport,PZU,POINT (37.23874759810247 19.434105238523106)
803,Tashkent Int'l,major,http://en.wikipedia.org/wiki/Tashkent_International_Airport,TAS,POINT (69.26661372411293 41.26223387673829)
804,Copenhagen,major,http://en.wikipedia.org/wiki/Copenhagen_Airport,CPH,POINT (12.64935086845077 55.628501722152784)
805,Aeroportul National Bucuresti-Baneasa,mid,http://en.wikipedia.org/wiki/Aurel_Vlaicu_International_Airport,BBU,POINT (26.085725158776373 44.49704145597203)
806,Ferihegy,major,http://en.wikipedia.org/wiki/Budapest_Ferihegy_International_Airport,BUD,POINT (19.26223016778808 47.43327426924795)
807,Chongqing Jiangbei Int'l,major,http://en.wikipedia.org/wiki/Chongqing_Jiangbei_International_Airport,CKG,POINT (106.63801970481096 29.724042224168777)
808,Douglas Int'l,major,http://en.wikipedia.org/wiki/Charlotte/Douglas_International_Airport,CLT,POINT (-80.94392773427626 35.220428168559714)
809,Detroit Metro,major,http://en.wikipedia.org/wiki/Detroit_Metropolitan_Wayne_County_Airport,DTW,POINT (-83.3478935065615 42.22572045080041)
810,Dublin,major,http://en.wikipedia.org/wiki/Dublin_Airport,DUB,POINT (-6.243884910371394 53.42700828497004)
811,Fairbanks Int'l,major,http://en.wikipedia.org/wiki/Fairbanks_International_Airport,FAI,POINT (-147.86572112079517 64.81809811173692)
812,Hamburg,major,http://en.wikipedia.org/wiki/Hamburg_Airport,HAM,POINT (10.005647830925001 53.63200116408658)
813,Kuala Lumpur Int'l,major,http://en.wikipedia.org/wiki/Kuala_Lumpur_International_Airport,KUL,POINT (101.71388632574273 2.7475129579181066)
814,Mccarran Int'l,major,http://en.wikipedia.org/wiki/McCarran_International_Airport,LAS,POINT (-115.15132395128332 36.08496023833674)
815,Orlando Int'l,major,http://en.wikipedia.org/wiki/Orlando_International_Airport,MCO,POINT (-81.30737133079849 28.431150679113763)
816,Minneapolis St. Paul Int'l,major,http://en.wikipedia.org/wiki/Minneapolis-Saint_Paul_International_Airport,MSP,POINT (-93.20810037183008 44.882026363196815)
817,Franz-Josef-Strauss,major,http://en.wikipedia.org/wiki/Munich_International_Airport,MUC,POINT (11.788062719243687 48.35383739616085)
818,Philadelphia Int'l,major,http://en.wikipedia.org/wiki/Philadelphia_International_Airport,PHL,POINT (-75.2429857676998 39.876087236427)
819,Sky Harbor Int'l,major,http://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,PHX,POINT (-112.01363529772982 33.43586076394977)
820,Salt Lake City Int'l,major,http://en.wikipedia.org/wiki/Salt_Lake_City_International_Airport,SLC,POINT (-111.98198487999271 40.786729005370844)
821,Lambert St Louis Int'l,major,http://en.wikipedia.org/wiki/Lambert-St._Louis_International_Airport,STL,POINT (-90.36595453506747 38.742716315520354)
822,Okecie Int'l,major,http://en.wikipedia.org/wiki/Warsaw_Frederic_Chopin_Airport,WAW,POINT (20.97272633835865 52.171026749259035)
823,Zurich Int'l,major,http://en.wikipedia.org/wiki/Z%C3%BCrich_Airport,ZRH,POINT (8.562212795347646 47.45238950649155)
824,Gosselies,mid,http://en.wikipedia.org/wiki/Brussels_South_Charleroi_Airport,CRL,POINT (4.454373629816502 50.45712965495668)
825,Munich Freight Terminal,major,http://en.wikipedia.org/wiki/Munich_Airport,MUCf,POINT (11.769482859365427 48.349796407837665)
826,Barcelona,major,http://en.wikipedia.org/wiki/Barcelona_International_Airport,BCN,POINT (2.078003349812917 41.30315527974634)
827,Ruzyn,major,http://en.wikipedia.org/wiki/Ruzyn%C4%9B_International_Airport,PRG,POINT (14.267484985407632 50.10765117036714)
828,Hong Kong Int'l,major,http://en.wikipedia.org/wiki/Hong_Kong_International_Airport,HKG,POINT (113.93501638737635 22.315332828086753)
829,Taoyuan,major,http://en.wikipedia.org/wiki/Taiwan_Taoyuan_International_Airport,TPE,POINT (121.23137045332327 25.076741104334637)
830,Schiphol,major,http://en.wikipedia.org/wiki/Amsterdam_Schiphol_Airport,AMS,POINT (4.764376932328117 52.30893238898217)
831,Singapore Changi,major,http://en.wikipedia.org/wiki/Singapore_Changi_Airport,SIN,POINT (103.98641388099333 1.3561608352812635)
832,London Heathrow,major,http://en.wikipedia.org/wiki/London_Heathrow_Airport,LHR,POINT (-0.4531566520633094 51.47099587999384)
833,Auckland Int'l,major,http://en.wikipedia.org/wiki/Auckland_International_Airport,AKL,POINT (174.79171943371517 -37.00635511428146)
834,Anchorage Int'l,major,http://en.wikipedia.org/wiki/Lake_Hood_Seaplane_Base,ANC,POINT (-149.9817251006328 61.17289367453669)
835,Hartsfield-Jackson Atlanta Int'l,major,http://en.wikipedia.org/wiki/Hartsfield-Jackson_Atlanta_International_Airport,ATL,POINT (-84.42539743360473 33.64052908073521)
836,Beijing Capital,major,http://en.wikipedia.org/wiki/Beijing_Capital_International_Airport,PEK,POINT (116.58817400466103 40.07876633633102)
837,Eldorado Int'l,major,http://en.wikipedia.org/wiki/El_Dorado_International_Airport,BOG,POINT (-74.14337180010278 4.69883276192097)
838,Chhatrapati Shivaji Int'l,major,http://en.wikipedia.org/wiki/Chhatrapati_Shivaji_International_Airport,BOM,POINT (72.87456395000508 19.095101948840245)
839,Gen E L Logan Int'l,major,http://en.wikipedia.org/wiki/Logan_International_Airport,BOS,POINT (-71.01640661729584 42.366565819850564)
840,Baltimore-Washington Int'l Thurgood Marshall,major,http://en.wikipedia.org/wiki/Baltimore-Washington_International_Thurgood_Marshall_Airport,BWI,POINT (-76.66864283524481 39.17939435835678)
841,Cairo Int'l,major,http://en.wikipedia.org/wiki/Cairo_International_Airport,CAI,POINT (31.39974300671137 30.11199043855749)
842,Casablanca-Anfa,mid,http://en.wikipedia.org/wiki/Casablanca-Anfa_Airport,CAS,POINT (-7.663218807711428 33.56278838510788)
843,Simón Bolivar Int'l,mid,http://en.wikipedia.org/wiki/Sim%C3%B3n_Bol%C3%ADvar_International_Airport,CCS,POINT (-67.00574880763165 10.597354914606406)
844,Cape Town Int'l,major,http://en.wikipedia.org/wiki/Cape_Town_International_Airport,CPT,POINT (18.597656508313793 -33.97044661203954)
845,Chengdushuang Liu,major,http://en.wikipedia.org/wiki/Chengdu_Shuangliu_International_Airport,CTU,POINT (103.95613648169501 30.581071264746427)
846,Indira Gandhi Int'l,major,http://en.wikipedia.org/wiki/Indira_Gandhi_International_Airport,DEL,POINT (77.0878362565332 28.559203976058605)
847,Denver Int'l,major,http://en.wikipedia.org/wiki/Denver_International_Airport,DEN,POINT (-104.67379733854197 39.84946138815095)
848,Dallas-Ft. Worth Int'l,major,http://en.wikipedia.org/wiki/Dallas-Fort_Worth_International_Airport,DFW,POINT (-97.04037107411442 32.90015055948155)
849,Don Muang Int'l,major,http://en.wikipedia.org/wiki/Don_Mueang_International_Airport,DMK,POINT (100.60257862650514 13.920276601034733)
850,Dubai Int'l,major,http://en.wikipedia.org/wiki/Dubai_International_Airport,DXB,POINT (55.35407691722429 25.25256559381816)
851,Newark Int'l,major,http://en.wikipedia.org/wiki/Newark_Liberty_International_Airport,EWR,POINT (-74.1771472796706 40.69047982789292)
852,Ministro Pistarini Int'l,major,http://en.wikipedia.org/wiki/Ministro_Pistarini_International_Airport,EZE,POINT (-58.54124569393822 -34.81364693803232)
853,Fort Lauderdale Hollywood Int'l,major,http://en.wikipedia.org/wiki/Fort_Lauderdale-Hollywood_International_Airport,FLL,POINT (-80.14525884651891 26.07170957468273)
854,George Bush Intercontinental,major,http://en.wikipedia.org/wiki/George_Bush_Intercontinental_Airport,IAH,POINT (-95.33370479129466 29.9865909034907)
855,Atatürk Hava Limani,major,http://en.wikipedia.org/wiki/Atat%C3%BCrk_International_Airport,IST,POINT (28.8195493087893 40.977838817779705)
856,OR Tambo Int'l,major,http://en.wikipedia.org/wiki/OR_Tambo_International_Airport,JNB,POINT (28.23198856487408 -26.13209539948872)
857,Juneau Int'l,mid,http://en.wikipedia.org/wiki/Juneau_International_Airport,JNU,POINT (-134.5835730378724 58.358944104595075)
858,Los Angeles Int'l,major,http://en.wikipedia.org/wiki/Los_Angeles_International_Airport,LAX,POINT (-118.40246854852198 33.94417425435857)
859,Linate,major,http://en.wikipedia.org/wiki/Linate_Airport,LIN,POINT (9.279966296910612 45.46039384562522)
860,Melbourne Int'l,major,http://en.wikipedia.org/wiki/Melbourne_Airport,MEL,POINT (144.84899809113125 -37.66994119678927)
861,Lic Benito Juarez Int'l,major,http://en.wikipedia.org/wiki/Mexico_City_International_Airport,MEX,POINT (-99.08260795142392 19.435469572049442)
862,Ninoy Aquino Int'l,major,http://en.wikipedia.org/wiki/Ninoy_Aquino_International_Airport,MNL,POINT (121.00412208343747 14.506832376296721)
863,Jomo Kenyatta Int'l,major,http://en.wikipedia.org/wiki/Jomo_Kenyatta_International_Airport,NBO,POINT (36.92508874903655 -1.330529643506341)
864,Honolulu Int'l,major,http://en.wikipedia.org/wiki/Honolulu_International_Airport,HNL,POINT (-157.91978317375475 21.33202231502399)
865,Chicago O'Hare Int'l,major,http://en.wikipedia.org/wiki/O'Hare_International_Airport,ORD,POINT (-87.90513439065003 41.97652910238031)
866,King Khalid Int'l,major,http://en.wikipedia.org/wiki/King_Khalid_International_Airport,RUH,POINT (46.701829023464015 24.959031743651174)
867,Arturo Merino Benitez Int'l,major,http://en.wikipedia.org/wiki/Comodoro_Arturo_Merino_Ben%C3%ADtez_International_Airport,SCL,POINT (-70.79368601629741 -33.396833634259714)
